,AM_refseq_aegilops_tauschii,AM_refseq_ananas_comosus,AM_refseq_asparagus_officinalis,AM_refseq_brachypodium_distachyon,AM_refseq_cajanus_cajan,AM_refseq_capsicum_annuum,AM_refseq_carica_papaya,AM_refseq_cicer_arietinum,AM_refseq_cucumis_melo,AM_refseq_daucus_carota,AM_refseq_fragaria_vesca,AM_refseq_gossypium_arboreum,AM_refseq_helianthus_annuus,AM_refseq_hevea_brasiliensis,AM_refseq_lactuca_sativa,AM_refseq_manihot_esculenta,AM_refseq_medicago_truncatula,AM_refseq_musa_acuminata,AM_refseq_nicotiana_tabacum,AM_refseq_olea_europaea,AM_refseq_phaseolus_vulgaris,AM_refseq_phoenix_dactylifera,AM_refseq_prunus_persica,AM_refseq_ricinus_communis,AM_refseq_sesamum_indicum,AM_refseq_setaria_italica,AM_refseq_solanum_lycopersicum,AM_refseq_sorghum_bicolor,AM_refseq_theobroma_cacao,AM_refseq_vigna_radiata,AM_refseq_vitis_vinifera,AM_refseq_zea_mays,NM_refseq_arabidopsis_lyrata,NM_refseq_arabidopsis_thaliana,NM_refseq_beta_vulgaris,NM_refseq_brassica_rapa,NM_refseq_capsella_rubella,NM_refseq_eutrema_salsugineum,NM_refseq_lupinus_angustifolius,NM_refseq_nelumbo_nucifera,NM_refseq_spinacia_oleracea,NM_refseq_tarenaya_hassleriana,mann_w,mann_p,mann_FDR,am_avg,nm_avg,am_freq,nm_freq,am_v_nm
OG0011646,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,1,0,0,0,1,1,2,0,2,2,1,3,6,7,2,1,1,1,33,5.65314070015079E-05,0.001326917747674,0.46875,2.6,0.40625,1,0.180288461538462
OG0011663,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,12,2,1,3,1,4,1,0,1,1,61,0.001261263687308,0.018902506904723,0.46875,2.6,0.46875,0.9,0.180288461538462
OG0011670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,5,17,3,0,0,0,2,64,3.57820294904229E-06,0.00019745781772,0,4.1,0,0.6,0
OG0011671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,2,1,1,1,229,0.00309739132658,0.033938998021607,1.0625,0.6,1,0.5,1.77083333333333
OG0011677,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,245,0.000802720107405,0.012622960419121,1.09375,0.5,0.96875,0.5,2.1875
OG0011678,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,4,2,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,320,5.14597838841601E-08,0.000164271065666,1.25,0,1,0,Inf
OG0011679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,245,0.000117496098797,0.002649656921846,1.09375,0.5,1,0.5,2.1875
OG0011690,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,230,0.000734305334285,0.011617066219171,1.0625,0.6,1,0.6,1.77083333333333
OG0011691,1,1,1,1,3,1,1,1,1,1,0,0,0,2,0,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,1,248,0.003735316716175,0.040193127062068,1.125,0.4,0.875,0.3,2.8125
OG0011696,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,2,1,0,0,273,9.35828569337348E-05,0.002142339027654,1.15625,0.3,0.96875,0.2,3.85416666666667
OG0011703,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,4,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,315,2.99620661464732E-07,0.00019745781772,1.25,0,0.96875,0,Inf
OG0011704,1,1,2,1,0,0,1,0,0,3,0,3,8,4,2,2,0,0,0,0,0,1,1,1,0,1,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,255,0.002028501669168,0.023358257697478,1.25,0,0.59375,0,Inf
OG0011708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,2,1,1,0,246,0.000695055678915,0.011075401916383,1.09375,0.5,1,0.4,2.1875
OG0011710,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,307.5,5.25040337567285E-07,0.00019745781772,1.21875,0.1,1,0.1,12.1875
OG0011724,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,230,0.000734305334285,0.011617066219171,1.0625,0.6,1,0.6,1.77083333333333
OG0011739,1,1,0,1,1,1,1,1,1,1,1,1,3,2,3,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,254,0.000497556067162,0.008159124320532,1.125,0.4,0.9375,0.4,2.8125
OG0011740,1,1,0,1,1,3,1,1,1,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,1,1,0,256,0.000535058623449,0.008739189455194,1.125,0.4,0.9375,0.4,2.8125
OG0011741,1,1,0,1,1,4,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,1,0,254,0.000496722783344,0.008155274092071,1.125,0.4,0.9375,0.4,2.8125
OG0011762,0,2,1,0,1,1,2,2,0,4,6,2,0,0,0,0,5,0,0,1,1,2,4,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,250,0.003223285484013,0.035184267460374,1.25,0,0.5625,0,Inf
OG0011788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,5,5,7,0,0,0,3,66,2.10270054584303E-05,0.000741867515223,0.03125,3.9,0.03125,0.6,0.008012820512821
OG0011792,2,0,1,2,2,1,1,0,0,0,0,2,1,1,1,2,0,2,1,2,2,0,2,1,1,2,1,2,1,0,2,2,0,0,0,0,0,0,1,0,1,0,261,0.001614852906284,0.019844703944293,1.15625,0.2,0.75,0.2,5.78125
OG0011796,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,1,0,0,0,0,2,1,1,239,0.004400466618471,0.046343623881477,1.0625,0.5,0.9375,0.4,2.125
OG0011803,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,278,6.57515158511565E-06,0.000357772926213,1.125,0.3,1,0.3,3.75
OG0011805,2,1,1,2,1,0,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,0,0,1,0,0,0,1,1,1,0,256,0.000530865487344,0.008680572254637,1.09375,0.4,0.9375,0.4,2.734375
OG0011806,3,1,1,2,1,1,1,1,2,1,0,0,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,310,9.48253392100352E-07,0.00019745781772,1.21875,0,0.9375,0,Inf
OG0011807,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,3,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,257,0.000127509206371,0.002868707516856,1.09375,0.4,0.96875,0.4,2.734375
OG0011808,1,1,1,1,1,2,1,1,1,1,2,0,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,315,4.07812968431646E-07,0.00019745781772,1.21875,0,0.96875,0,Inf
OG0011809,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,227,0.000472957721653,0.007810032844636,1.03125,0.6,1,0.6,1.71875
OG0011811,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,307,3.55030878042261E-07,0.00019745781772,1.1875,0.1,1,0.1,11.875
OG0011816,2,2,1,2,0,1,1,0,0,0,1,0,0,2,1,2,0,3,2,1,0,2,1,1,0,5,1,3,0,0,1,3,0,0,0,0,0,0,0,1,0,0,254.5,0.002911783669778,0.032187589393116,1.1875,0.1,0.65625,0.1,11.875
OG0011819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,262,2.79919147357026E-05,0.000741867515223,1.09375,0.4,1,0.4,2.734375
OG0011826,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,1,1,0,0,293,1.53200633309476E-06,0.00019745781772,1.15625,0.2,1,0.2,5.78125
OG0011838,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,0,0,1,2,1,0,241.5,0.001890275821275,0.022022556506584,1.0625,0.5,0.96875,0.4,2.125
OG0011840,2,1,0,1,1,1,0,1,1,2,1,0,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,0,1,2,1,0,0,1,0,0,0,1,1,1,0,250,0.00261876348361,0.029389482376611,1.09375,0.4,0.875,0.4,2.734375
OG0011841,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,245,0.000117317849149,0.002647715480011,1.0625,0.5,1,0.5,2.125
OG0011843,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,320,8.19014103557527E-08,0.00019745781772,1.21875,0,1,0,Inf
OG0011857,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,2,1,0,2,1,1,2,2,2,1,2,1,1,62.5,0.000748310720431,0.011832122728661,0.75,1.5,0.71875,1,0.5
OG0011884,0,0,0,0,1,0,1,0,1,1,1,2,1,1,1,0,1,0,2,2,0,0,2,1,1,0,0,0,1,0,1,0,2,2,1,3,2,2,1,2,1,2,43.5,0.000273669727168,0.00476806019499,0.65625,1.8,0.53125,1,0.364583333333333
OG0011893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,9,2,5,6,4,0,0,2,1,36.5,2.59746916842766E-06,0.00019745781772,0.09375,3.6,0.09375,0.8,0.026041666666667
OG0011894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,8,1,3,9,7,0,0,1,2,34,2.39298884504481E-07,0.00019745781772,0.03125,3.8,0.03125,0.8,0.008223684210526
OG0011895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,7,7,6,0,0,0,2,64,3.55197251024067E-06,0.00019745781772,0,3.9,0,0.6,0
OG0011896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,4,9,5,0,0,0,2,64,3.57820294904229E-06,0.00019745781772,0,3.9,0,0.6,0
OG0011897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,1,23,0,0,0,0,96,0.000231905587294,0.00409253533352,0,3.9,0,0.4,0
OG0011902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,242.5,6.67310540619813E-05,0.001562496481826,1.03125,0.5,1,0.5,2.0625
OG0011905,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,2,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,315,2.90988697574403E-07,0.00019745781772,1.1875,0,0.96875,0,Inf
OG0011906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,242.5,6.67310540619813E-05,0.001562496481826,1.03125,0.5,1,0.5,2.0625
OG0011910,1,3,0,1,0,1,1,1,1,1,1,1,2,3,1,2,1,1,2,1,1,0,1,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,305,1.99832678784573E-06,0.00019745781772,1.1875,0,0.90625,0,Inf
OG0011911,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,2,0,0,1,0,0,0,1,1,1,1,237.5,0.002230369501382,0.025377630009782,1.03125,0.5,0.9375,0.5,2.0625
OG0011913,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,2,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,2,0,237,0.004365947906154,0.04605680302734,1.03125,0.5,0.9375,0.4,2.0625
OG0011923,1,2,1,1,1,0,1,1,0,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,237.5,0.002230369501382,0.025377630009782,1.03125,0.5,0.9375,0.5,2.0625
OG0011924,2,3,1,1,1,0,0,0,1,2,1,2,1,1,1,1,0,5,0,1,1,2,1,1,0,1,0,1,1,1,1,2,0,0,0,0,0,0,0,2,0,0,261,0.001404224992109,0.019844703944293,1.125,0.2,0.78125,0.1,5.625
OG0011928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1,0,0,0,1,1,2,0,239.5,0.001706111769512,0.020064097887055,1.03125,0.5,0.96875,0.4,2.0625
OG0011936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,276.5,4.09666608420435E-06,0.000224613008777,1.09375,0.3,1,0.3,3.64583333333333
OG0011937,1,1,1,1,1,1,1,1,2,1,0,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,1,0,1,0,256,0.000373140505712,0.006291271554641,1.0625,0.4,0.96875,0.3,2.65625
OG0011944,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,320,2.8622543886773E-08,0.000136859622963,1.1875,0,1,0,Inf
OG0011946,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,2,1,2,1,1,2,2,1,1,0,0,0,0,0,1,1,0,251,0.001320766552889,0.019671136891914,1.0625,0.4,0.90625,0.4,2.65625
OG0011947,1,1,0,1,1,1,1,2,1,1,1,2,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,252,0.000440962494685,0.007331511847394,1.0625,0.4,0.9375,0.4,2.65625
OG0011948,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,254,0.000494228808736,0.008127758257002,1.0625,0.4,0.9375,0.4,2.65625
OG0011992,0,0,0,0,0,1,2,1,0,0,0,0,1,2,0,0,1,0,2,1,1,0,1,0,0,0,0,0,1,1,1,0,3,3,1,7,2,4,0,1,0,1,70.5,0.004243303144511,0.044935532378108,0.5,2.2,0.40625,0.8,0.227272727272727
OG0011994,0,0,0,0,0,3,0,1,0,1,0,2,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,2,0,2,2,1,6,2,2,2,1,1,2,36,9.33959346213966E-05,0.002139764913615,0.53125,2.1,0.40625,1,0.25297619047619
OG0011997,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,3,3,9,0,0,0,2,79,0.002100770067964,0.024026721358517,0.3125,2.8,0.15625,0.6,0.111607142857143
OG0011998,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15,4,7,0,0,0,2,66.5,2.31027856701308E-05,0.000741867515223,0.0625,3.6,0.03125,0.6,0.017361111111111
OG0012002,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,8,10,2,0,0,0,2,68,3.13943593775449E-05,0.000771565393428,0.09375,3.5,0.03125,0.6,0.026785714285714
OG0012003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,10,9,1,0,0,0,1,64,3.56944177549892E-06,0.00019745781772,0,3.8,0,0.6,0
OG0012005,1,1,0,1,2,1,1,0,1,1,1,2,2,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,310,4.49798681832919E-07,0.00019745781772,1.15625,0,0.9375,0,Inf
OG0012010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,258,8.57720715538917E-06,0.000454655279657,1.03125,0.4,1,0.4,2.578125
OG0012014,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,252,0.000439764171945,0.007324304150716,1.03125,0.4,0.9375,0.4,2.578125
OG0012015,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,255,9.38858212499567E-05,0.002144149160979,1.03125,0.4,0.96875,0.4,2.578125
OG0012017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,258,8.57720715538917E-06,0.000454655279657,1.03125,0.4,1,0.4,2.578125
OG0012021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,258,8.57720715538917E-06,0.000454655279657,1.03125,0.4,1,0.4,2.578125
OG0012023,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,315,7.04747731718643E-08,0.00019745781772,1.15625,0,0.96875,0,Inf
OG0012025,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,255,9.38858212499567E-05,0.002144149160979,1.03125,0.4,0.96875,0.4,2.578125
OG0012028,1,1,0,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,301.5,9.16677236815853E-07,0.00019745781772,1.125,0.1,0.96875,0.1,11.25
OG0012029,2,1,0,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,315,1.94965777781804E-07,0.00019745781772,1.15625,0,0.96875,0,Inf
OG0012030,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,2,0,1,0,0,1,0,0,0,1,1,1,0,252,0.000439764171945,0.007324304150716,1.03125,0.4,0.9375,0.4,2.578125
OG0012031,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,258,8.57720715538917E-06,0.000454655279657,1.03125,0.4,1,0.4,2.578125
OG0012035,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,1,1,1,0,237.5,0.001459776682423,0.019844703944293,1,0.5,0.96875,0.4,2
OG0012037,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,291,5.35355571308583E-07,0.00019745781772,1.09375,0.2,1,0.2,5.46875
OG0012038,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,306,1.24298788724453E-07,0.00019745781772,1.125,0.1,1,0.1,11.25
OG0012046,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,255,9.38858212499567E-05,0.002144149160979,1.03125,0.4,0.96875,0.4,2.578125
OG0012052,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,4,1,2,1,0,1,1,1,1,1,1,2,0,0,1,4,0,0,0,0,0,0,1,1,0,0,267,0.000308033246026,0.005255222778102,1.09375,0.2,0.84375,0.2,5.46875
OG0012053,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,1,0,0,291,5.35355571308583E-07,0.00019745781772,1.09375,0.2,1,0.2,5.46875
OG0012054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,258,8.57720715538917E-06,0.000454655279657,1.03125,0.4,1,0.4,2.578125
OG0012056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,258,8.57720715538917E-06,0.000454655279657,1.03125,0.4,1,0.4,2.578125
OG0012058,1,1,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,252,0.000439764171945,0.007324304150716,1.03125,0.4,0.9375,0.4,2.578125
OG0012059,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,252,0.000439764171945,0.007324304150716,1.03125,0.4,0.9375,0.4,2.578125
OG0012060,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,252,0.000439764171945,0.007324304150716,1.03125,0.4,0.9375,0.4,2.578125
OG0012061,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,252,0.000439764171945,0.007324304150716,1.03125,0.4,0.9375,0.4,2.578125
OG0012062,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,1,1,0,250,0.000370354617709,0.006247967214777,1.03125,0.4,0.9375,0.4,2.578125
OG0012063,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,252,0.000439764171945,0.007324304150716,1.03125,0.4,0.9375,0.4,2.578125
OG0012064,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,1,1,0,235,0.002075341644854,0.023788263696477,1,0.5,0.9375,0.5,2
OG0012065,0,4,0,1,1,1,1,2,0,0,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,261,0.001352385650742,0.019844703944293,1.09375,0.2,0.78125,0.2,5.46875
OG0012068,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,237.5,0.000440494634105,0.007327973849356,1,0.5,0.96875,0.5,2
OG0012076,0,1,1,0,1,1,1,1,1,0,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,249,0.001300634134316,0.019401463488518,1.03125,0.4,0.90625,0.4,2.578125
OG0012077,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,2,2,2,2,2,2,1,1,2,1,30,2.10238980398663E-05,0.000741867515223,0.625,1.7,0.625,1,0.367647058823529
OG0012081,0,1,1,0,1,1,1,1,0,2,1,1,1,2,2,1,1,0,6,3,1,1,1,1,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,285,6.91681147841127E-05,0.001612986962457,1.15625,0,0.78125,0,Inf
OG0012082,0,1,1,0,1,1,1,1,1,0,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,249,0.001300634134316,0.019401463488518,1.03125,0.4,0.90625,0.4,2.578125
OG0012090,0,0,1,0,1,2,1,1,1,4,1,1,2,1,2,1,1,0,2,1,1,1,1,1,3,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,260,0.001393118600799,0.019844703944293,1.09375,0.2,0.78125,0.2,5.46875
OG0012097,0,0,0,0,1,0,0,1,0,1,4,1,1,3,1,2,1,2,4,2,1,0,2,2,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,253.5,0.003077523761694,0.033734901521962,1.125,0.1,0.65625,0.1,11.25
OG0012106,0,0,0,0,0,0,1,0,1,1,1,1,2,1,1,1,0,0,2,2,0,0,1,1,1,0,2,0,1,0,1,0,2,2,1,2,2,2,0,1,2,2,59.5,0.001660805510447,0.019844703944293,0.65625,1.6,0.53125,0.9,0.41015625
OG0012114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,4,8,5,0,0,0,0,80,2.99794008066071E-05,0.000741867515223,0,3.7,0,0.5,0
