,AM_refseq_aegilops_tauschii,AM_refseq_ananas_comosus,AM_refseq_asparagus_officinalis,AM_refseq_brachypodium_distachyon,AM_refseq_cajanus_cajan,AM_refseq_capsicum_annuum,AM_refseq_carica_papaya,AM_refseq_cicer_arietinum,AM_refseq_cucumis_melo,AM_refseq_daucus_carota,AM_refseq_fragaria_vesca,AM_refseq_gossypium_arboreum,AM_refseq_helianthus_annuus,AM_refseq_hevea_brasiliensis,AM_refseq_lactuca_sativa,AM_refseq_manihot_esculenta,AM_refseq_medicago_truncatula,AM_refseq_musa_acuminata,AM_refseq_nicotiana_tabacum,AM_refseq_olea_europaea,AM_refseq_phaseolus_vulgaris,AM_refseq_phoenix_dactylifera,AM_refseq_prunus_persica,AM_refseq_ricinus_communis,AM_refseq_sesamum_indicum,AM_refseq_setaria_italica,AM_refseq_solanum_lycopersicum,AM_refseq_sorghum_bicolor,AM_refseq_theobroma_cacao,AM_refseq_vigna_radiata,AM_refseq_vitis_vinifera,AM_refseq_zea_mays,NM_refseq_arabidopsis_lyrata,NM_refseq_arabidopsis_thaliana,NM_refseq_beta_vulgaris,NM_refseq_brassica_rapa,NM_refseq_capsella_rubella,NM_refseq_eutrema_salsugineum,NM_refseq_lupinus_angustifolius,NM_refseq_nelumbo_nucifera,NM_refseq_spinacia_oleracea,NM_refseq_tarenaya_hassleriana,mann_w,mann_p,mann_FDR,am_avg,nm_avg,am_freq,nm_freq,am_v_nm
OG0018060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,96,0.000229820550059,0.00409253533352,0,0.6,0,0.4,0
OG0018087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,96,0.000230861348264,0.00409253533352,0,0.6,0,0.4,0
OG0018113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,96,0.000230861348264,0.00409253533352,0,0.6,0,0.4,0
OG0018115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,96,0.000230861348264,0.00409253533352,0,0.6,0,0.4,0
OG0018120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,112,0.001678956705066,0.019844703944293,0,0.6,0,0.3,0
OG0018129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,96,0.000230861348264,0.00409253533352,0,0.6,0,0.4,0
OG0018131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,96,0.000230861348264,0.00409253533352,0,0.6,0,0.4,0
OG0018144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,112,0.001682620912228,0.019844703944293,0,0.6,0,0.3,0
OG0018148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
OG0018165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,112,0.001682620912228,0.019844703944293,0,0.6,0,0.3,0
OG0018167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,64,3.2900916817585E-06,0.00019745781772,0,0.6,0,0.6,0
OG0018168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,80,2.92823307246111E-05,0.000741867515223,0,0.6,0,0.5,0
